papel;cotacao;pl;pvp;psr;dy;pa;pcg;pebit;pacl;evebit;evebitda;mrgebit;mrgliq;roic;roe;liqc;liq2m;patrliq;divbpatr;c5y
LEVE3;33.1;7.69;5.12;0.831;0.08220000000000001;1.139;7.47;5.12;-8.27;6.16;5.39;0.1624;0.1081;0.34850000000000003;0.6651;1.31;12398300.0;876909000.0;1.71;0.09910000000000001
LEVE4;44.49;10.34;6.88;1.117;0.0;1.531;10.04;6.88;-11.11;7.92;6.93;0.1624;0.1081;0.34850000000000003;0.6651;1.31;0.0;876909000.0;1.71;0.09910000000000001
LFFE3;3.11;-3.92;3.26;0.0;0.0;2.877;0.0;-21.18;0.0;-17.8;8.39;0.0;0.0;0.0;-0.831;0.0;0.0;51892000.0;0.0;0.0
LFFE4;3.89;-4.91;4.08;0.0;0.0;3.599;0.0;-26.5;0.0;-23.11;10.9;0.0;0.0;0.0;-0.831;0.0;0.0;51892000.0;0.0;0.0
LGLO4;100.0;-1.05;0.65;0.225;0.0;0.192;-0.32;-1.24;-0.32;-2.13;-2.13;-0.18100000000000002;-0.2147;-0.1837;-0.6251;0.14;0.0;5191000.0;0.49;-0.1142
LIGH3;16.66;3.28;1.18;0.493;0.0;0.309;-10.13;6.8;-0.54;11.87;6.47;0.0725;0.15;0.054400000000000004;0.3604;0.85;0.0;5530260000.0;1.13;-0.0054
LIGT3;4.77;0.77;0.32;0.119;0.0;0.069;-30.74;1.22;-0.12;5.96;3.63;0.0973;0.1536;0.0699;0.4083;0.99;5563990.0;5622130000.0;1.69;-0.003
LINX3;37.4;-90.95;4.38;7.885;0.0152;2.745;11.96;53.17;47.06;51.49;22.97;0.1483;-0.0867;0.0682;-0.0481;2.14;0.0;1619010000.0;0.22;0.15539999999999998
LIPR3;36.01;16.64;1.82;0.0;0.0395;1.706;6.65;-54.89;7.07;-45.91;-45.91;0.0;0.0;-0.0431;0.1096;6.18;0.0;232276000.0;0.0;0.0
LIXC3;1.75;-2.62;1.52;395.995;0.0;0.069;0.28;-4.21;3.84;-6.37;-6.68;-94.1321;-143.868;-0.019;-0.5785;1.34;0.0;13842000.0;0.79;-0.759
LIXC4;1.45;-2.17;1.26;328.11;0.0;0.057;0.23;-3.49;3.18;-5.65;-5.92;-94.1321;-143.868;-0.019;-0.5785;1.34;0.0;13842000.0;0.79;-0.759
LJQQ3;2.38;-4.11;1.04;0.183;0.0;0.127;0.45;-18.91;-0.83;-20.08;4.34;-0.0097;-0.0444;-0.0087;-0.2521;1.64;5413530.0;448152000.0;1.25;0.0667
LOGG3;26.95;6.17;0.62;9.888;0.1471;0.331;7.66;13.68;-1.16;24.84;23.91;0.723;1.6074000000000002;0.026600000000000002;0.1002;1.32;11554500.0;3832180000.0;0.66;0.1125
LOGN3;33.1;29.17;3.33;1.183;0.0;0.89;27.79;11.9;-1.94;16.66;8.53;0.09949999999999999;0.0406;0.0839;0.1142;1.13;1292590.0;1065780000.0;1.59;0.2143
LPSB3;1.68;6.13;0.95;1.193;0.1301;0.599;3.51;5.79;-8.93;3.74;2.57;0.20600000000000002;0.2365;0.133;0.1555;2.13;537382.0;260103000.0;0.0;-0.0213
LREN3;13.3;9.62;1.32;0.858;0.0663;0.73;2.92;3.84;5.55;3.48;2.54;0.2236;0.0892;0.2296;0.13720000000000002;1.76;278526000.0;10143100000.0;0.04;0.1059
LREN4;105.0;0.08;0.01;0.007;0.0;0.006;0.02;0.03;0.04;-0.33;-0.24;0.2236;0.0892;0.2296;0.13720000000000002;1.76;0.0;10143100000.0;0.04;0.1059
LUPA3;0.9;-4.12;0.37;0.61;0.0;0.086;-1.47;-1.42;-0.17;-7.21;-8.42;-0.4296;-0.14800000000000002;-0.0634;-0.09;0.82;97314.2;113324000.0;1.52;-0.0301
LUXM3;10.0;9.98;2.48;2.702;0.0;1.785;17.8;15.28;-22.79;15.13;9.13;0.1769;0.2707;0.132;0.24850000000000003;1.99;0.0;167560000.0;0.11;0.0418
LUXM4;4.4;4.39;1.09;1.189;0.0264;0.786;7.83;6.72;-10.03;6.58;3.97;0.1769;0.2707;0.132;0.24850000000000003;1.99;28432.5;167560000.0;0.11;0.0418
LWSA3;4.36;-9.02;1.02;1.685;0.011899999999999999;0.688;9.94;19.35;19.48;16.99;8.09;0.08710000000000001;-0.1867;0.0403;-0.11259999999999999;1.24;15210500.0;2438600000.0;0.03;0.1882
MAGG3;59.4;-119.98;1.32;0.684;0.0;0.44;9.32;4.07;-1.55;6.41;5.34;0.16820000000000002;-0.005699999999999999;0.1405;-0.011000000000000001;1.14;0.0;2246130000.0;1.03;0.09269999999999999
MAGS3;62.45;24.49;3.13;2.217;0.0;2.12;4.9;15.02;6.65;14.19;14.19;0.1476;0.0891;0.18739999999999998;0.1278;3.06;0.0;848546000.0;0.13;0.1005
MAPT3;3.0;-26.01;-0.42;0.0;0.0;3.567;-393.86;-30.98;-0.38;-30.98;-30.98;0.0;0.0;-0.1151;0.0163;0.0;60.0;-6504000.0;0.0;0.0
MAPT4;3.5;-30.34;-0.49;0.0;0.0;4.161;-459.5;-36.14;-0.44;-36.14;-36.14;0.0;0.0;-0.1151;0.0163;0.0;497.93;-6504000.0;0.0;0.0
MARI3;2.93;3.04;0.76;0.346;0.0;0.384;0.95;4.99;1.65;4.89;4.89;0.0694;0.1137;0.1067;0.25129999999999997;2.23;0.0;706711000.0;0.32;0.1189
MATD3;5.27;21.62;1.2;0.837;0.043;0.399;1.71;5.28;-1.31;7.41;5.58;0.15869999999999998;0.0395;0.0931;0.0556;2.92;1018710.0;1462810000.0;0.95;0.10369999999999999
MBRF3;19.0;9.6;2.25;0.169;0.0883;0.199;6.07;4.64;-0.39;12.67;5.56;0.0363;0.0218;0.064;0.23420000000000002;1.09;253777000.0;12149200000.0;5.73;0.17309999999999998
MDIA3;24.5;12.24;1.0;0.814;0.0533;0.635;2.3;8.75;5.31;8.05;5.65;0.09300000000000001;0.0665;0.1036;0.0817;2.33;16348500.0;8306230000.0;0.22;0.0724
MDNE3;26.6;6.39;1.25;1.118;0.20129999999999998;0.411;1.27;5.7;-2.35;6.32;6.1;0.1963;0.17489999999999997;0.0851;0.1953;2.91;26505700.0;1811090000.0;0.45;0.3389
MEAL3;1.25;-2.46;0.4;0.18;0.0;0.157;-3.07;-7.71;-0.36;-13.41;4.65;-0.0233;-0.0731;-0.0236;-0.1618;0.77;324263.0;901644000.0;0.52;0.0321
MEDI3;11.55;-7.52;1.89;0.374;0.0;0.824;-10.02;-9.11;-3.31;-6.61;-6.61;-0.041100000000000005;-0.049800000000000004;-0.12300000000000001;-0.25129999999999997;0.79;0.0;426164000.0;0.02;0.13019999999999998
MELK3;3.7;7.13;0.7;0.634;0.34990000000000004;0.283;0.63;5.75;1.45;6.89;6.69;0.11019999999999999;0.14400000000000002;0.0582;0.0975;2.6;2806700.0;1097540000.0;0.47;0.1159
MEND5;6.5;0.13;0.0;28.321;0.0;0.071;-20.17;-0.12;0.0;-25.56;-25.58;-229.468;221.435;-0.5801;-0.0325;0.65;0.0;-16132500000.0;-0.86;0.1681
MEND6;9.5;0.19;-0.01;41.393;0.0;0.104;-29.47;-0.18;-0.01;-25.61;-25.63;-229.468;221.435;-0.5801;-0.0325;0.65;0.0;-16132500000.0;-0.86;0.1681
MERC3;15.28;17.12;1.04;0.0;0.0095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060899999999999996;0.0;38.2;600831000.0;0.0;0.24350000000000002
MERC4;12.38;13.87;0.84;0.0;0.042800000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060899999999999996;0.0;1518.22;600831000.0;0.0;0.24350000000000002
MGEL3;25.0;16.4;4.67;0.14;0.0;0.193;1.86;1.79;-0.37;8.52;6.73;0.0782;0.0085;0.1242;0.2847;1.32;0.0;30957000.0;18.62;0.039
MGEL4;5.99;3.93;1.12;0.034;0.0;0.046;0.44;0.43;-0.09;7.16;5.65;0.0782;0.0085;0.1242;0.2847;1.32;15768.7;30957000.0;18.62;0.039
MGLU3;8.88;18.73;0.62;0.18;0.032799999999999996;0.185;1.72;3.75;-1.01;6.13;3.6;0.0479;0.0096;0.0716;0.033;1.26;182721000.0;11160100000.0;0.53;0.019299999999999998
MILK33;0.3;-0.02;-0.02;0.077;0.0;0.029;-0.08;-0.04;-0.02;-0.11;-0.12;-1.768;-5.0808;-0.7091;1.6512;0.5;0.0;-516285000.0;-0.04;-0.4204
MILS3;14.17;11.14;1.98;1.867;0.0327;0.741;3.04;5.3;-3.04;7.52;5.3;0.3519;0.1679;0.1859;0.1775;2.78;22364800.0;1678720000.0;1.37;0.2698
MLAS3;1.44;-22.96;0.39;0.317;0.035;0.224;0.65;-29.26;0.83;-30.03;70.97;-0.0108;-0.0138;-0.011200000000000002;-0.017;1.99;1987910.0;3036010000.0;0.17;-0.041299999999999996
MLFT4;22.39;80.38;10.02;32.609;0.0;4.933;31.73;53.23;-19.06;55.69;47.93;0.6126;0.4058;0.11560000000000001;0.1247;2.67;0.0;4640860000.0;0.86;0.1602
MLPA12;40.0;0.01;0.0;0.001;0.0;0.002;0.0;0.01;0.0;-2.06;-2.06;0.0666;0.0892;0.0;0.45130000000000003;0.0;0.0;44578000.0;0.0;-0.0751
MLPA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.08;-2.08;0.0666;0.0892;0.0;0.45130000000000003;0.0;0.0;44578000.0;0.0;-0.0751
MLPA4;45.0;0.01;0.0;0.001;0.0;0.003;0.0;0.01;0.0;-2.06;-2.06;0.0666;0.0892;0.0;0.45130000000000003;0.0;0.0;44578000.0;0.0;-0.0751
MMAQ3;2550.01;2.15;0.34;0.074;0.0;0.158;0.55;-8.14;0.63;-12.09;-76.0;-0.0091;0.0345;-0.0302;0.1572;1.59;0.0;278600000.0;0.31;0.19079999999999997
MMAQ4;2550.01;2.15;0.34;0.074;0.6196;0.158;0.55;-8.14;0.63;-12.09;-76.0;-0.0091;0.0345;-0.0302;0.1572;1.59;0.0;278600000.0;0.31;0.19079999999999997
MMXM3;14.0;-2.17;-0.11;0.0;0.0;0.71;-0.1;4.7;-0.09;18.64;18.64;0.0;0.0;0.2593;0.049699999999999994;0.01;0.0;-842661000.0;-0.32;-0.2851
MNDL3;15.05;-6.13;1.09;0.15;0.0;0.104;-0.9;1.68;-0.21;7.46;6.31;0.0892;-0.024399999999999998;0.06709999999999999;-0.1771;0.78;48985.2;137573000.0;3.78;0.1092
MNDL4;0.38;-0.15;0.03;0.004;0.0;0.003;-0.02;0.04;-0.01;5.83;4.93;0.0892;-0.024399999999999998;0.06709999999999999;-0.1771;0.78;0.0;137573000.0;3.78;0.1092
MNPR3;4.46;0.61;1.57;0.74;0.0;0.718;2.03;4.08;-51.1;2.55;2.25;0.1812;1.2181;0.25670000000000004;2.5833999999999997;3.01;159017.0;201583000.0;0.0;0.0623
MNPR4;4.63;0.63;1.63;0.768;0.0;0.745;2.11;4.24;-53.05;2.7;2.39;0.1812;1.2181;0.25670000000000004;2.5833999999999997;3.01;0.0;201583000.0;0.0;0.0623
MNSA3;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0815;-3.6266000000000003;-0.135;1.4569999999999999;3.63;0.0;-9105000.0;-6.52;-0.4111
MNSA4;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0815;-3.6266000000000003;-0.135;1.4569999999999999;3.63;0.0;-9105000.0;-6.52;-0.4111
MOAR3;62.95;24.18;0.83;0.0;0.7823;0.348;0.79;-29.93;14.39;-13.06;-13.41;0.0;0.0;-0.0274;0.0345;3.6;226501.0;924791000.0;0.91;0.0
MODL11;8.46;-21.05;1.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;0.0;1154890000.0;0.0;-0.6236999999999999
MODL3;3.08;-22.99;1.88;0.0;0.0070999999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;0.0;1154890000.0;0.0;-0.6236999999999999
MODL4;2.72;-20.3;1.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;0.0;1154890000.0;0.0;-0.6236999999999999
MOSI3;8.24;32.29;1.56;4.761;0.0;1.453;1.89;89.69;1.9;42.98;24.91;0.053099999999999994;0.1475;0.0812;0.0482;13.3;0.0;670337000.0;0.0;0.0
MOTV3;15.54;10.86;2.02;1.439;0.031200000000000002;0.466;5.73;4.25;-0.79;8.67;7.02;0.3382;0.1413;0.126;0.18600000000000003;1.89;149534000.0;15545900000.0;2.59;0.1458
MOVI3;9.9;12.38;1.24;0.242;0.0785;0.116;-1.03;1.03;-0.18;5.63;3.3;0.2343;0.0195;0.15289999999999998;0.0998;0.69;47059600.0;2788630000.0;6.7;0.3046
MPLU3;26.8;12.2;17.37;6.877;0.0;2.676;50.65;10.34;66.01;7.71;7.28;0.6652;0.5637;1.2956999999999999;1.4240000000000002;1.06;0.0;250279000.0;0.0;-0.1888
MRSA3B;39.0;8.72;1.52;1.818;0.0;0.579;6.07;5.12;-1.57;7.01;4.89;0.355;0.20850000000000002;0.1452;0.1739;1.62;5095.75;8691590000.0;1.08;0.1447
MRSA5B;40.0;8.94;1.56;1.865;0.0262;0.594;6.23;5.25;-1.61;7.14;4.98;0.355;0.20850000000000002;0.1452;0.1739;1.62;2040.4;8691590000.0;1.08;0.1447
MRSA6B;44.5;9.95;1.73;2.074;0.0235;0.661;6.93;5.84;-1.79;7.73;5.39;0.355;0.20850000000000002;0.1452;0.1739;1.62;956.75;8691590000.0;1.08;0.1447
MRSL3;3.3;10.25;0.99;0.883;0.0;0.658;2.37;16.32;6.28;17.74;9.5;0.0541;0.08689999999999999;0.0444;0.09630000000000001;2.78;0.0;375151000.0;0.16;0.071
MRSL4;3.05;9.48;0.91;0.816;0.0;0.609;2.19;15.08;5.8;16.51;8.83;0.0541;0.08689999999999999;0.0444;0.09630000000000001;2.78;0.0;375151000.0;0.16;0.071
MRVE3;8.17;-3.45;0.87;0.449;0.0;0.162;0.63;3.4;-0.7;9.34;7.95;0.132;-0.1306;0.050199999999999995;-0.2534;1.87;61559300.0;5263330000.0;1.66;0.1061
MSAN3;6.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21;0.21;0.06269999999999999;0.0242;0.11779999999999999;0.11810000000000001;1.18;0.0;2533030000.0;0.39;1.0134999999999998
MSPA3;46.5;-22.44;0.37;1.669;0.0026;0.207;25.74;-31.06;-0.59;-48.78;48.23;-0.0537;-0.07440000000000001;-0.0069;-0.0163;1.1;2667.95;814013000.0;0.25;0.0431
MSPA4;39.5;-19.06;0.31;1.418;0.0034000000000000002;0.176;21.87;-26.39;-0.5;-44.1;43.61;-0.0537;-0.07440000000000001;-0.0069;-0.0163;1.1;3558.75;814013000.0;0.25;0.0431
MTBR3;0.99;2.12;0.69;0.115;0.0;0.148;-5.19;1.2;-1.35;1.08;0.91;0.0965;0.0546;0.3069;0.3274;0.96;0.0;2143130000.0;0.94;0.0401
MTBR4;1.05;2.25;0.74;0.122;0.0;0.157;-5.51;1.27;-1.43;1.16;0.97;0.0965;0.0546;0.3069;0.3274;0.96;0.0;2143130000.0;0.94;0.0401
MTIG3;5.21;-11.22;-81.36;12.686;0.0;8.36;-11.54;-21.36;-9.97;-22.62;-24.76;-0.5938;-1.1309;-0.478;7.2528;0.27;0.0;-7835380.0;-4.95;-0.26539999999999997
MTIG4;23.0;-49.52;-359.15;56.001;0.0;36.906;-50.93;-94.31;-44.0;-95.57;-104.6;-0.5938;-1.1309;-0.478;7.2528;0.27;0.0;-7835380.0;-4.95;-0.26539999999999997
MTRE3;3.76;8.12;0.4;0.364;0.13449999999999998;0.177;0.41;4.35;0.78;9.89;7.59;0.0837;0.0678;0.0438;0.0495;2.32;2197200.0;989206000.0;0.62;0.2029
MTSA4;47.5;10.18;0.89;0.767;0.0973;0.731;1.2;10.72;1.24;6.92;4.97;0.07150000000000001;0.0754;0.1011;0.08710000000000001;4.96;180653.0;471154000.0;0.02;-0.043899999999999995
MULT3;28.69;11.95;2.45;5.308;0.035699999999999996;1.15;18.88;7.6;-3.22;9.89;9.22;0.6981;0.4443;0.1684;0.2047;1.55;103123000.0;6019580000.0;0.91;0.2212
MWET3;16.0;4.28;3.91;0.147;0.0;0.103;-1.6;-1.47;-0.18;-6.15;-8.89;-0.0998;0.034300000000000004;-0.07769999999999999;0.914;0.86;282.5;8416000.0;12.91;-0.0066
MWET4;9.31;2.49;2.28;0.085;0.0;0.06;-0.93;-0.86;-0.1;-5.54;-8.0;-0.0998;0.034300000000000004;-0.07769999999999999;0.914;0.86;5859.75;8416000.0;12.91;-0.0066
MYPK3;9.95;7.6;0.36;0.097;0.0504;0.106;0.55;1.52;-0.48;5.51;3.56;0.0638;0.020099999999999996;0.09369999999999999;0.0479;1.74;16077300.0;4198650000.0;1.34;0.0322
MYPK4;31.79;24.29;1.16;0.31;0.0;0.338;1.74;4.86;-1.53;8.85;5.72;0.0638;0.020099999999999996;0.09369999999999999;0.0479;1.74;0.0;4198650000.0;1.34;0.0322
NAFG3;64.37;11.8;2.76;1.102;0.0;1.153;3.2;7.35;60.48;8.64;6.57;0.1499;0.0928;0.19920000000000002;0.23420000000000002;2.52;0.0;316392000.0;0.81;0.0949
NAFG4;64.42;11.81;2.76;1.103;0.0;1.154;3.2;7.36;60.52;8.65;6.57;0.1499;0.0928;0.19920000000000002;0.23420000000000002;2.52;0.0;316392000.0;0.81;0.0949
NATU3;7.35;-7.28;0.77;0.453;0.0;0.348;2.15;3.97;-2.66;5.57;4.26;0.11410000000000001;-0.0622;0.1161;-0.1065;1.63;74888300.0;13040800000.0;0.49;-0.0068000000000000005
NEOE3;32.03;8.82;1.07;0.744;0.045599999999999995;0.343;9.64;3.44;-0.7;7.59;6.0;0.2165;0.0849;0.10980000000000001;0.12179999999999999;1.23;126526000.0;36192000000.0;1.47;0.0548
NETC3;38.5;123.1;2.12;1.29;0.0;1.074;-33.02;10.82;-2.96;12.15;5.27;0.1193;0.0155;0.10949999999999999;0.0172;0.8;0.0;6812390000.0;0.28;0.6663
NETC4;40.0;127.89;2.2;1.34;0.0;1.116;-34.31;11.24;-3.08;12.57;5.45;0.1193;0.0155;0.10949999999999999;0.0172;0.8;0.0;6812390000.0;0.28;0.6663
NEXP3;2.93;0.12;-0.09;0.089;0.0;0.299;-0.1;-0.46;-0.08;-0.35;-0.63;-0.19519999999999998;0.7301000000000001;-0.8024;-0.7594;0.14;12912.4;-83100000.0;-0.01;-0.1263
NGRD3;27.9;-12.94;0.57;0.926;0.0;0.441;1.91;-15.65;3.59;-8.9;3.38;-0.0592;-0.07150000000000001;-0.0388;-0.0444;2.83;423438.0;443784000.0;0.04;0.034300000000000004
NORD3;4.05;0.7;-0.21;9.858;0.0;1.147;-0.21;-8.01;-0.19;-19.35;-19.35;-1.2305;14.050699999999999;-0.1446;-0.3013;0.04;1162.53;-126827000.0;-0.3;0.1124
NTCO3;10.8;-2.09;0.99;0.692;0.0;0.426;1.94;5.35;-15.63;6.8;5.58;0.1293;-0.33039999999999997;0.1009;-0.4714;1.68;0.0;15043700000.0;0.42;-0.159
NUTR3;2.67;8.57;0.82;0.154;0.0;0.275;1.12;9.32;5.55;14.49;11.8;0.0166;0.018000000000000002;0.039;0.0955;1.53;7791.8;43218000.0;0.51;0.1549
OBTC3;9.11;0.0;-11215.0;0.0;0.0;1840.63;-2258.75;0.0;-2258.75;0.0;0.0;0.0;0.0;0.0;0.0;0.3;2883120.0;-258000.0;0.0;0.0
ODER3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;579216000.0;0.0;-0.0042
ODER4;100.0;23.17;1.95;1.743;0.0034999999999999996;1.02;2.01;12.22;5.0;14.76;12.55;0.1426;0.07519999999999999;0.0998;0.08410000000000001;3.92;0.0;579216000.0;0.61;-0.0042
ODPV3;11.19;10.63;4.73;2.55;0.08650000000000001;2.716;-89.75;8.18;-30.21;7.34;6.78;0.3118;0.2398;0.4754;0.44520000000000004;0.92;25013600.0;1290300000.0;0.0;0.0738
OFSA3;23.6;8.84;1.79;1.105;0.0458;0.872;1.8;6.02;5.73;7.4;6.26;0.18350000000000002;0.125;0.18350000000000002;0.2021;3.72;188803.0;712492000.0;0.7;0.0581
OGXP3;1.63;-2.15;-0.98;0.0;0.0;0.925;0.0;-16.46;0.0;-16.46;-16.46;0.0;0.0;0.0;0.45530000000000004;0.0;0.0;-53901000.0;0.0;0.0
OIBR3;0.19;-0.03;0.0;0.275;0.0;0.003;-0.02;-0.02;0.0;-3.89;-5.18;-11.4146;-8.0887;-0.1797;0.1189;0.59;3051440.0;-15496000000.0;-0.72;-0.4594
OIBR4;1.84;-0.33;-0.04;2.667;0.0;0.032;-0.19;-0.23;-0.02;-4.1;-5.46;-11.4146;-8.0887;-0.1797;0.1189;0.59;173126.0;-15496000000.0;-0.72;-0.4594
OMGE3;27.57;0.0;1070.88;0.0;0.0;385.314;3102.14;0.0;-1049.26;0.0;0.0;0.0;0.0;0.0;0.0;1.83;0.0;5156090.0;1.3;0.29710000000000003
ONCO3;2.74;-1.1;3.2;0.523;0.0;0.378;9.29;7.75;-0.78;18.69;10.19;0.0675;-0.49090000000000006;0.057999999999999996;-2.8963;1.12;11914500.0;971212000.0;5.01;0.175
OPCT3;8.77;29.55;1.82;0.859;0.0;0.556;2.35;5.37;-1.75;8.94;4.59;0.15990000000000001;0.028999999999999998;0.1367;0.061500000000000006;2.67;4608920.0;964633000.0;1.88;0.32539999999999997
ORVR3;71.88;228.22;4.85;6.799;0.0;1.636;7.21;25.18;-5.57;29.08;17.38;0.27;0.0417;0.09;0.0213;2.93;48296700.0;1424700000.0;1.48;0.2612
OSAO4;8.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9.63;8.11;-0.0246;-0.1506;-0.056799999999999996;0.2614;0.32;0.0;-673571000.0;-0.43;0.1858
OSXB3;1.9;0.0;0.0;0.076;0.0;0.004;-0.01;-0.19;0.0;-232.61;-432.47;-0.40299999999999997;-18.558;-0.0217;0.1592;0.04;2194.52;-8925360000.0;-0.83;0.3815
PALF11;125.0;0.06;0.03;0.007;0.0;0.005;-0.08;0.03;-0.01;2.3;2.3;0.2084;0.1074;0.1685;0.47240000000000004;0.81;0.0;3681460000.0;2.49;0.0241
PALF3;279.9;0.14;0.07;0.015;0.0;0.011;-0.17;0.07;-0.02;2.34;2.34;0.2084;0.1074;0.1685;0.47240000000000004;0.81;0.0;3681460000.0;2.49;0.0241
PALF5;236.6;0.12;0.06;0.013;0.0;0.009;-0.14;0.06;-0.02;2.33;2.33;0.2084;0.1074;0.1685;0.47240000000000004;0.81;0.0;3681460000.0;2.49;0.0241
PARD3;20.25;36.76;5.3;2.565;0.052199999999999996;2.095;-54.06;17.52;-8.62;18.12;11.99;0.1464;0.07;0.15259999999999999;0.1442;0.9;0.0;1019310000.0;0.53;0.1597
PATI3;29.1;15.7;0.89;0.339;0.0935;0.459;1.2;7.79;1.95;7.5;6.31;0.0435;0.0216;0.10830000000000001;0.056900000000000006;2.14;6466.35;779065000.0;0.47;-0.061900000000000004
PATI4;31.0;16.73;0.95;0.361;0.08779999999999999;0.489;1.27;8.29;2.08;8.01;6.74;0.0435;0.0216;0.10830000000000001;0.056900000000000006;2.14;3363.7;779065000.0;0.47;-0.061900000000000004
PCAR3;3.85;-1.39;0.7;0.098;0.0;0.104;-0.93;1.21;-0.18;2.91;1.67;0.0814;-0.0702;0.1116;-0.5045000000000001;0.7;35385900.0;2688000000.0;1.5;-0.1377
PCAR4;72.11;-26.1;13.17;1.841;0.0;1.95;-17.41;22.63;-3.33;24.33;13.99;0.0814;-0.0702;0.1116;-0.5045000000000001;0.7;0.0;2688000000.0;1.5;-0.1377
PCAR5;67.12;-24.29;12.26;1.714;0.0;1.815;-16.2;21.06;-3.1;22.77;13.09;0.0814;-0.0702;0.1116;-0.5045000000000001;0.7;0.0;2688000000.0;1.5;-0.1377
PDGR3;1.3;-0.02;0.0;0.043;0.0;0.008;-0.01;-0.07;0.0;-7.07;-7.11;-0.5856;-1.8207;-0.2915;0.0525;0.34;362518.0;-3405290000.0;-0.13;-0.27390000000000003
PDTC3;1.41;-10.96;0.91;0.353;0.0;0.178;0.47;5.37;-0.77;17.28;8.63;0.06559999999999999;-0.0322;0.0383;-0.08289999999999999;2.97;90523.0;123306000.0;2.4;-0.026600000000000002
PEAB3;39.0;21.6;0.78;6.145;0.0316;0.553;3.99;-31.08;-4.92;-30.88;-131.95;-0.1977;0.2845;-0.0204;0.0361;4.51;13256.8;907574000.0;0.17;0.44659999999999994
PEAB4;38.2;21.16;0.76;6.019;0.0355;0.542;3.91;-30.44;-4.82;-30.25;-129.22;-0.1977;0.2845;-0.0204;0.0361;4.51;6006.85;907574000.0;0.17;0.44659999999999994
PEFX3;19.0;-52.04;1.68;0.477;0.0;0.597;20.34;5.75;-3.18;6.59;0.0;0.083;-0.0092;0.1177;-0.032400000000000005;1.07;0.0;396955000.0;0.31;0.0436
PETR3;31.9;5.3;0.97;0.837;0.1014;0.339;-12.46;2.07;-0.64;3.65;2.6;0.4044;0.15869999999999998;0.17850000000000002;0.1833;0.82;383972000.0;422934000000.0;0.89;0.0245
PETR4;30.3;5.04;0.92;0.795;0.1067;0.322;-11.83;1.96;-0.61;3.55;2.53;0.4044;0.15869999999999998;0.17850000000000002;0.1833;0.82;1190820000.0;422934000000.0;0.89;0.0245
PETZ3;4.39;543.35;1.15;0.564;0.0;0.502;3.12;9.7;-2.85;9.31;3.36;0.0581;0.001;0.0677;0.0021;1.71;29709000.0;1716260000.0;0.25;0.1495
PFRM3;8.21;8.79;0.73;0.09;0.0785;0.18;1.13;2.88;-151.14;4.38;2.83;0.0313;0.010700000000000001;0.1105;0.08349999999999999;1.29;2230420.0;1385550000.0;0.57;0.1532
PGMN3;6.35;21.31;1.48;0.295;0.0748;0.454;2.27;5.54;-3.31;7.7;4.56;0.0533;0.0139;0.1091;0.0693;1.57;28022900.0;2851840000.0;0.61;0.18170000000000003
PINE3;12.55;9.12;2.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2618;0.0;34759.1;1249700000.0;0.0;0.6092
PINE4;13.17;9.57;2.5;0.0;0.050199999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2618;0.0;3986770.0;1249700000.0;0.0;0.6092
PITI4;1.28;-204.74;0.0;0.0;0.0;0.0;0.0;-2637.65;0.0;-2637.65;111.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.2963
PLAS3;5.0;-0.35;-0.09;0.053;0.0;0.098;-0.14;-2.16;-0.06;-11.78;9.92;-0.0246;-0.1506;-0.056799999999999996;0.2614;0.32;772.38;-673571000.0;-0.43;0.1858
PLDN4;486.0;-553.07;1.08;0.919;0.0;0.611;1.07;-75.56;3.1;-33.12;-33.12;-0.012199999999999999;-0.0017000000000000001;-0.0127;-0.002;10.81;0.0;289939000.0;0.01;0.1026
PLIM4;0.59;1.89;0.03;0.02;0.0;0.016;-0.51;0.17;-0.05;1.5;0.65;0.1193;0.0155;0.10949999999999999;0.0172;0.8;0.0;6812390000.0;0.28;0.6663
PLPL3;14.67;9.46;3.02;1.039;0.10220000000000001;0.781;1.24;4.08;5.32;4.18;4.06;0.2548;0.1328;0.2926;0.3196;3.7;21361000.0;989580000.0;1.06;0.2595
